5.9300452e+001	1.6007597e+002	4.6073357e+001
5.9293150e+001	1.6032383e+002	4.6036358e+001
5.9293255e+001	1.6045827e+002	4.6018855e+001
5.9298640e+001	1.6070719e+002	4.5989623e+001
5.9309178e+001	1.6095623e+002	4.5962685e+001
5.9319716e+001	1.6120526e+002	4.5935747e+001
5.9330254e+001	1.6145430e+002	4.5908810e+001
5.9340791e+001	1.6170333e+002	4.5881872e+001
5.9351329e+001	1.6195237e+002	4.5854935e+001
5.9368290e+001	1.6220121e+002	4.5829608e+001
5.9385405e+001	1.6245006e+002	4.5804319e+001
5.9402520e+001	1.6269890e+002	4.5779031e+001
5.9419635e+001	1.6294774e+002	4.5753742e+001
5.9436750e+001	1.6319658e+002	4.5728454e+001
5.9458088e+001	1.6344519e+002	4.5704264e+001
5.9481015e+001	1.6369372e+002	4.5680488e+001
5.9503941e+001	1.6394224e+002	4.5656712e+001
5.9526868e+001	1.6419077e+002	4.5632935e+001
5.9549794e+001	1.6443929e+002	4.5609159e+001
5.9575123e+001	1.6468763e+002	4.5586034e+001
5.9603090e+001	1.6493576e+002	4.5563625e+001
5.9631057e+001	1.6518390e+002	4.5541216e+001
5.9659024e+001	1.6543203e+002	4.5518808e+001
5.9686991e+001	1.6568016e+002	4.5496399e+001
5.9715913e+001	1.6592821e+002	4.5474262e+001
5.9748150e+001	1.6617593e+002	4.5453069e+001
5.9780387e+001	1.6642365e+002	4.5431877e+001
5.9812624e+001	1.6667137e+002	4.5410685e+001
5.9844861e+001	1.6691910e+002	4.5389492e+001
5.9877098e+001	1.6716682e+002	4.5368300e+001
5.9912721e+001	1.6741416e+002	4.5348134e+001
5.9948461e+001	1.6766149e+002	4.5328004e+001
5.9984201e+001	1.6790882e+002	4.5307874e+001
6.0019941e+001	1.6815615e+002	4.5287743e+001
6.0055681e+001	1.6840348e+002	4.5267613e+001
6.0093355e+001	1.6865058e+002	4.5248120e+001
6.0131838e+001	1.6889757e+002	4.5228895e+001
6.0170320e+001	1.6914456e+002	4.5209669e+001
6.0208803e+001	1.6939155e+002	4.5190444e+001
6.0247286e+001	1.6963854e+002	4.5171218e+001
6.0286641e+001	1.6988541e+002	4.5152320e+001
6.0327113e+001	1.7013214e+002	4.5133840e+001
6.0367584e+001	1.7037887e+002	4.5115360e+001
6.0408056e+001	1.7062560e+002	4.5096881e+001
6.0448527e+001	1.7087233e+002	4.5078401e+001
6.0489208e+001	1.7111903e+002	4.5060021e+001
6.0530920e+001	1.7136560e+002	4.5042128e+001
6.0572632e+001	1.7161217e+002	4.5024235e+001
6.0614344e+001	1.7185873e+002	4.5006342e+001
6.0656056e+001	1.7210530e+002	4.4988449e+001
6.0697768e+001	1.7235187e+002	4.4970556e+001
6.0739924e+001	1.7259838e+002	4.4953045e+001
6.0782132e+001	1.7284490e+002	4.4935579e+001
6.0824340e+001	1.7309141e+002	4.4918113e+001
6.0866548e+001	1.7333792e+002	4.4900647e+001
6.0908756e+001	1.7358443e+002	4.4883181e+001
6.0950811e+001	1.7383098e+002	4.4865881e+001
6.0992773e+001	1.7407756e+002	4.4848682e+001
6.1034735e+001	1.7432413e+002	4.4831483e+001
6.1076697e+001	1.7457070e+002	4.4814285e+001
6.1118658e+001	1.7481728e+002	4.4797086e+001
6.1160275e+001	1.7506391e+002	4.4779925e+001
6.1201248e+001	1.7531066e+002	4.4762834e+001
6.1242220e+001	1.7555740e+002	4.4745743e+001
6.1283193e+001	1.7580415e+002	4.4728652e+001
6.1324165e+001	1.7605090e+002	4.4711561e+001
6.1365005e+001	1.7629767e+002	4.4694467e+001
6.1404242e+001	1.7654469e+002	4.4677325e+001
6.1443480e+001	1.7679172e+002	4.4660184e+001
6.1482717e+001	1.7703874e+002	4.4643042e+001
6.1521955e+001	1.7728577e+002	4.4625901e+001
6.1561192e+001	1.7753279e+002	4.4608759e+001
6.1598422e+001	1.7778011e+002	4.4591449e+001
6.1635174e+001	1.7802751e+002	4.4574099e+001
6.1671925e+001	1.7827490e+002	4.4556749e+001
6.1708677e+001	1.7852229e+002	4.4539399e+001
6.1745428e+001	1.7876969e+002	4.4522049e+001
6.1780422e+001	1.7901731e+002	4.4504501e+001
6.1813931e+001	1.7926514e+002	4.4486785e+001
6.1847440e+001	1.7951297e+002	4.4469070e+001
6.1880949e+001	1.7976079e+002	4.4451355e+001
6.1914457e+001	1.8000862e+002	4.4433639e+001
6.1946840e+001	1.8025658e+002	4.4415777e+001
6.1976343e+001	1.8050488e+002	4.4397542e+001
6.2005847e+001	1.8075318e+002	4.4379306e+001
6.2035350e+001	1.8100148e+002	4.4361070e+001
6.2064853e+001	1.8124977e+002	4.4342834e+001
6.2094241e+001	1.8149808e+002	4.4324582e+001
6.2118970e+001	1.8174685e+002	4.4305674e+001
6.2143699e+001	1.8199562e+002	4.4286765e+001
6.2168428e+001	1.8224439e+002	4.4267856e+001
6.2193158e+001	1.8249316e+002	4.4248948e+001
6.2217887e+001	1.8274193e+002	4.4230039e+001
6.2238345e+001	1.8299102e+002	4.4210497e+001
6.2257530e+001	1.8324022e+002	4.4190767e+001
6.2276715e+001	1.8348941e+002	4.4171037e+001
6.2295900e+001	1.8373860e+002	4.4151306e+001
6.2315085e+001	1.8398780e+002	4.4131576e+001
6.2331003e+001	1.8423716e+002	4.4111346e+001
6.2343876e+001	1.8448668e+002	4.4090650e+001
6.2356750e+001	1.8473620e+002	4.4069954e+001
6.2369623e+001	1.8498572e+002	4.4049259e+001
6.2382496e+001	1.8523525e+002	4.4028563e+001
6.2394235e+001	1.8548479e+002	4.4007511e+001
6.2401815e+001	1.8573433e+002	4.3984673e+001
6.2406844e+001	1.8598378e+002	4.3960095e+001
6.2408925e+001	1.8623313e+002	4.3934132e+001
6.2408319e+001	1.8648241e+002	4.3907416e+001
6.2404572e+001	1.8673162e+002	4.3880342e+001
6.2397572e+001	1.8698078e+002	4.3853400e+001
6.2387471e+001	1.8722989e+002	4.3827005e+001
6.2373572e+001	1.8747893e+002	4.3801775e+001
6.2356136e+001	1.8772790e+002	4.3778055e+001
6.2335105e+001	1.8797677e+002	4.3756237e+001
6.2309675e+001	1.8822545e+002	4.3737207e+001
6.2280416e+001	1.8847391e+002	4.3720976e+001
6.2246877e+001	1.8872203e+002	4.3708236e+001
6.2208166e+001	1.8896958e+002	4.3700202e+001
6.2161973e+001	1.8921596e+002	4.3699354e+001
6.2107459e+001	1.8946055e+002	4.3706199e+001
6.2046863e+001	1.8970352e+002	4.3718170e+001
6.1981037e+001	1.8994491e+002	4.3733913e+001
6.1911587e+001	1.9018517e+002	4.3751426e+001
6.1839630e+001	1.9042468e+002	4.3769082e+001
6.1766478e+001	1.9066394e+002	4.3785058e+001
6.1693318e+001	1.9090340e+002	4.3797749e+001
6.1621516e+001	1.9114348e+002	4.3805110e+001
6.1552195e+001	1.9138440e+002	4.3805844e+001
6.1487128e+001	1.9162633e+002	4.3797295e+001
6.1427105e+001	1.9186903e+002	4.3778968e+001
6.1375115e+001	1.9211256e+002	4.3750151e+001
6.1329891e+001	1.9235659e+002	4.3714834e+001
6.1290728e+001	1.9260060e+002	4.3672705e+001
6.1255103e+001	1.9284420e+002	4.3625393e+001
6.1221568e+001	1.9308704e+002	4.3572892e+001
6.1188214e+001	1.9332901e+002	4.3516380e+001
6.1153136e+001	1.9356982e+002	4.3456130e+001
6.1114742e+001	1.9380939e+002	4.3392996e+001
6.1070924e+001	1.9404737e+002	4.3327479e+001
6.1020103e+001	1.9428348e+002	4.3260297e+001
6.0960211e+001	1.9451717e+002	4.3192152e+001
6.0889596e+001	1.9474778e+002	4.3123802e+001
6.0806232e+001	1.9497413e+002	4.3055737e+001
6.0712002e+001	1.9519590e+002	4.2986520e+001
6.0617772e+001	1.9541768e+002	4.2917302e+001
6.0523542e+001	1.9563946e+002	4.2848085e+001
6.0418425e+001	1.9585527e+002	4.2775884e+001
6.0312095e+001	1.9607041e+002	4.2703351e+001
6.0205766e+001	1.9628556e+002	4.2630817e+001
6.0092795e+001	1.9649661e+002	4.2556545e+001
5.9976170e+001	1.9670540e+002	4.2481315e+001
5.9859545e+001	1.9691419e+002	4.2406085e+001
5.9739633e+001	1.9712075e+002	4.2330033e+001
5.9614458e+001	1.9732372e+002	4.2252662e+001
5.9489282e+001	1.9752670e+002	4.2175291e+001
5.9363330e+001	1.9772911e+002	4.2097735e+001
5.9231253e+001	1.9792701e+002	4.2018712e+001
5.9099176e+001	1.9812492e+002	4.1939690e+001
5.8967099e+001	1.9832282e+002	4.1860668e+001
5.8830588e+001	1.9851726e+002	4.1780632e+001
5.8693151e+001	1.9871098e+002	4.1700385e+001
5.8555714e+001	1.9890470e+002	4.1620137e+001
