5.1860674e+001	6.1916622e+001	4.2703142e+001
5.1879929e+001	6.2165203e+001	4.2725026e+001
5.1899183e+001	6.2413785e+001	4.2746910e+001
5.1918438e+001	6.2662367e+001	4.2768794e+001
5.1937693e+001	6.2910949e+001	4.2790678e+001
5.1956948e+001	6.3159531e+001	4.2812562e+001
5.1976202e+001	6.3408113e+001	4.2834446e+001
5.1995457e+001	6.3656695e+001	4.2856330e+001
5.2014712e+001	6.3905277e+001	4.2878214e+001
5.2033967e+001	6.4153859e+001	4.2900098e+001
5.2053221e+001	6.4402441e+001	4.2921983e+001
5.2073253e+001	6.4650721e+001	4.2946430e+001
5.2093333e+001	6.4898983e+001	4.2971037e+001
5.2113413e+001	6.5147245e+001	4.2995644e+001
5.2133494e+001	6.5395507e+001	4.3020251e+001
5.2153574e+001	6.5643768e+001	4.3044858e+001
5.2173654e+001	6.5892030e+001	4.3069465e+001
5.2193734e+001	6.6140292e+001	4.3094072e+001
5.2213814e+001	6.6388554e+001	4.3118679e+001
5.2233894e+001	6.6636815e+001	4.3143286e+001
5.2253974e+001	6.6885077e+001	4.3167893e+001
5.2274319e+001	6.7133115e+001	4.3194456e+001
5.2294703e+001	6.7381118e+001	4.3221311e+001
5.2315088e+001	6.7629122e+001	4.3248166e+001
5.2335472e+001	6.7877126e+001	4.3275020e+001
5.2355856e+001	6.8125130e+001	4.3301875e+001
5.2376240e+001	6.8373134e+001	4.3328729e+001
5.2396624e+001	6.8621138e+001	4.3355584e+001
5.2417008e+001	6.8869142e+001	4.3382439e+001
5.2437393e+001	6.9117146e+001	4.3409293e+001
5.2457777e+001	6.9365150e+001	4.3436148e+001
5.2477992e+001	6.9613010e+001	4.3464407e+001
5.2498161e+001	6.9860833e+001	4.3493039e+001
5.2518331e+001	7.0108655e+001	4.3521671e+001
5.2538501e+001	7.0356478e+001	4.3550304e+001
5.2558671e+001	7.0604300e+001	4.3578936e+001
5.2578841e+001	7.0852123e+001	4.3607568e+001
5.2599011e+001	7.1099945e+001	4.3636200e+001
5.2619181e+001	7.1347768e+001	4.3664832e+001
5.2639351e+001	7.1595591e+001	4.3693464e+001
5.2659520e+001	7.1843413e+001	4.3722096e+001
5.2679175e+001	7.2091168e+001	4.3751651e+001
5.2698614e+001	7.2338894e+001	4.3781594e+001
5.2718052e+001	7.2586620e+001	4.3811537e+001
5.2737491e+001	7.2834346e+001	4.3841480e+001
5.2756929e+001	7.3082072e+001	4.3871423e+001
5.2776368e+001	7.3329798e+001	4.3901366e+001
5.2795806e+001	7.3577524e+001	4.3931309e+001
5.2815245e+001	7.3825250e+001	4.3961253e+001
5.2834683e+001	7.4072976e+001	4.3991196e+001
5.2854122e+001	7.4320702e+001	4.4021139e+001
5.2872790e+001	7.4568422e+001	4.4051604e+001
5.2890980e+001	7.4816139e+001	4.4082393e+001
5.2909169e+001	7.5063857e+001	4.4113183e+001
5.2927359e+001	7.5311574e+001	4.4143973e+001
5.2945549e+001	7.5559291e+001	4.4174762e+001
5.2963739e+001	7.5807008e+001	4.4205552e+001
5.2981928e+001	7.6054725e+001	4.4236341e+001
5.3000118e+001	7.6302442e+001	4.4267131e+001
